"company_code","apply_ym","request_number","request_sub_number","request_user_id","start_date","end_date","month_kbn","days","apply_kbn","travel_kbn","departure","arrival","way_kbn","destination","amount","recipient_kbn","remark","image","registration_user","registration_datetime","update_user","update_datetime"
"000001","202206","20220627161254219000001205",9,"205","20220616","20220616","",1,"020","011",久留米大学駅,羽犬塚駅,"020","",880,"010",九州大谷学園へ移動,,"205","2022-06-30 17:27:18","205","2022-06-30 17:27:18"
"000001","202206","20220627161254219000001205",10,"205","20220616","20220616","",1,"020","010",羽犬塚,九州大谷学園,"010","",520,"010",九州大谷学園,,"205","2022-06-30 17:27:18","205","2022-06-30 17:27:18"
"000001","202206","20220627161254219000001205",11,"205","20220616","20220616","",1,"020","011",羽犬塚,佐賀駅,"020","",1360,"010",佐賀大学へ移動,,"205","2022-06-30 17:27:18","205","2022-06-30 17:27:18"
"000001","202206","20220627161254219000001205",12,"205","20220616","20220616","",1,"020","010",佐賀駅,佐賀大学,"010","",400,"010",佐賀大学へ移動,,"205","2022-06-30 17:27:18","205","2022-06-30 17:27:18"
"000001","202206","20220627161254219000001205",13,"205","20220616","20220616","",1,"020","011",佐賀駅,南久留米,"020","",1260,"010","",,"205","2022-06-30 17:27:18","205","2022-06-30 17:27:18"
"000001","202206","20220627161254219000001205",14,"205","20220629","20220629","",1,"020","010",福岡タワー,福浜２丁目,"020","",190,"010",西日本短期大学,,"205","2022-06-30 17:27:18","205","2022-06-30 17:27:18"
"000001","202206","20220627161254219000001205",15,"205","20220629","20220629","",1,"020","010",福浜２丁目,博多駅,"020","",240,"010","",,"205","2022-06-30 17:27:18","205","2022-06-30 17:27:18"
"000001","202206","20220628173645194000001212",1,"212","20220610","20220709","1",,"010","011",奈多,博多,"","",8440,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/212/20220628173645194000001212-1.jpeg,"212","2022-06-30 16:52:46","212","2022-06-30 16:52:46"
"000001","202206","20220628173645194000001212",2,"212","20220610","20220709","1",,"010","010",博多,医師会館,"","",10800,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/212/20220628173645194000001212-2.jpeg,"212","2022-06-30 16:52:46","212","2022-06-30 16:52:46"
"000001","202206","20220630084651406000001121",1,"121","20220603","20220702","1",,"010","010",長住一丁目,福岡タワー,"","",18000,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/121/20220630084651406000001121-1.jpeg,"121","2022-06-30 08:55:34","121","2022-06-30 08:55:34"
"000001","202206","20220630090301617000001222",1,"222","20220602","20220701","1",,"010","010",博多,福岡タワー,"","",10800,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/222/20220630090301617000001222-1.jpeg,"222","2022-06-30 11:05:41","222","2022-06-30 11:05:41"
"000001","202206","20220630090301617000001222",2,"222","20220602","20220701","1",,"010","011",箱崎駅,博多駅,"","",6300,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/222/20220630090301617000001222-2.jpeg,"222","2022-06-30 11:05:41","222","2022-06-30 11:05:41"
"000001","202206","20220630090802647000001214",1,"214","20220602","20220701","1",,"010","010",城西橋,福岡タワー,"","",8550,"010","6月分定期券",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/214/20220630090802647000001214-1.jpeg,"214","2022-06-30 09:09:29","214","2022-06-30 09:09:29"
"000001","202206","20220630123858059000001186",1,"186","20220526","20220625","1",,"010","010",一番田,空港国内線南,"","",16650,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/186/20220630123858059000001186-1.png,"186","2022-07-01 09:33:41","186","2022-07-01 09:33:41"
"000001","202206","20220630123858059000001186",2,"186","20220526","20220625","1",,"010","012",西新,福岡空港,"","",11850,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/186/20220630123858059000001186-2.png,"186","2022-07-01 09:33:41","186","2022-07-01 09:33:41"
"000001","202206","20220630123858059000001186",3,"186","20220526","20220625","1",,"010","010",西新,福岡タワー,"","",8550,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/186/20220630123858059000001186-3.png,"186","2022-07-01 09:33:41","186","2022-07-01 09:33:41"
"000001","202206","20220630130623207000001227",1,"227","20220606","20220705","1",,"010","011",久留米,博多,"","",21740,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/227/20220630130623207000001227-1.jpeg,"227","2022-06-30 13:12:05","227","2022-06-30 13:12:05"
"000001","202206","20220630130623207000001227",2,"227","20220606","20220705","1",,"010","010",博多,福岡タワー,"","",10800,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/227/20220630130623207000001227-2.jpeg,"227","2022-06-30 13:12:05","227","2022-06-30 13:12:05"
"000001","202206","20220630132001055000001228",1,"228","20220601","20220630","1",,"010","010",火の見下,福岡タワー,"","",22050,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/228/20220630132001055000001228-1.jpeg,"228","2022-06-30 13:21:16","228","2022-06-30 13:21:16"
"000001","202206","20220630161046323000001198",1,"198","20220616","20220715","1",,"010","011",南福岡駅,博多駅,"","",6820,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/198/20220630161046323000001198-1.jpeg,"198","2022-06-30 16:35:24","198","2022-06-30 16:35:24"
"000001","202206","20220630161046323000001198",2,"198","20220616","20220715","1",,"010","010",博多バスターミナル,医師会館前,"","",10800,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/198/20220630161046323000001198-2.jpeg,"198","2022-06-30 16:35:24","198","2022-06-30 16:35:24"
"000001","202206","20220701093058377000001182",1,"182","20220628","20220729","1",,"010","010",南薬院,医師会館,"","",10800,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/182/20220701093058377000001182-1.jpeg,"182","2022-07-01 09:37:22","182","2022-07-01 09:37:22"
"000001","202206","20220701093337517000001219",1,"219","20220601","20220630","1",,"010","010",唐人町,福岡タワー,"","",8550,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/219/20220701093337517000001219-1.jpeg,"219","2022-07-01 09:35:11","219","2022-07-01 09:35:11"
"000001","202206","20220701094859036000001175",1,"175","20220606","20220705","1",,"010","010",祖原,福岡タワー,"","",8550,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/175/20220701094859036000001175-1.jpeg,"175","2022-07-01 09:52:54","175","2022-07-01 09:52:54"
"000001","202206","20220701102539889000001202",1,"202","20220607","20220706","1",,"010","010",照葉小中学校,福岡タワー,"","",23850,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/202/20220701102539889000001202-1.jpeg,"202","2022-07-01 10:28:29","202","2022-07-01 10:28:29"
"000001","202206","20220705141400102000001161",1,"161","20220609","20220709","1",,"010","011",千鳥駅,篠栗駅,"","",17090,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/161/20220705141400102000001161-1.jpeg,"161","2022-07-05 14:18:48","161","2022-07-05 14:18:48"
"000001","202206","20220705141400102000001161",2,"161","20220609","20220709","",31,"020","011",千鳥駅,博多駅,"010","",4080,"010",自社戻り分（千鳥⇔吉塚は定期あり）※12日分,,"161","2022-07-05 14:18:48","161","2022-07-05 14:18:48"
"000001","202206","20220705141400102000001161",3,"161","20220609","20220709","",31,"020","010",博多駅,福岡タワー南口,"010","",5760,"010",自社戻り分　※12日分,,"161","2022-07-05 14:18:48","161","2022-07-05 14:18:48"
"000001","202206","20220705153905151000001226",1,"226","20220613","20220712","1",,"010","011",博多駅,篠栗駅,"","",8340,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/226/20220705153905151000001226-1.jpeg,"226","2022-07-05 15:42:01","226","2022-07-05 15:42:01"
"000001","202206","20220707101628062000001211",1,"211","20220614","20220713","1",,"010","011",福工大前,博多,"","",8390,"010","6月分JR定期",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/211/20220707101628062000001211-1.jpeg,"211","2022-07-07 10:24:19","211","2022-07-07 10:24:19"
"000001","202206","20220707101628062000001211",2,"211","20220618","20220717","1",,"010","010",博多,福岡タワー,"","",10800,"010","6月分バス定期",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/211/20220707101628062000001211-2.jpeg,"211","2022-07-07 10:24:19","211","2022-07-07 10:24:19"
"000001","202206","20220707101628062000001211",3,"211","20220607","20220607","",1,"020","011",博多,下関,"020","",2100,"010",JR代金,/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/211/20220707101628062000001211-3.jpeg,"211","2022-07-07 10:24:19","211","2022-07-07 10:24:19"
"000001","202206","20220707101628062000001211",4,"211","20220607","20220607","",1,"020","021",小倉,博多,"020","",2370,"010",新幹線代金,/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/211/20220707101628062000001211-4.jpeg,"211","2022-07-07 10:24:19","211","2022-07-07 10:24:19"
"000001","202207","20220705125355558000001205",1,"205","20220706","20220805","1",,"010","011",JR久留米,博多駅,"","",21740,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/205/20220705125355558000001205-1.jpeg,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",2,"205","20220706","20220805","1",,"010","010",博多駅,福岡タワー,"","",10800,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/205/20220705125355558000001205-2.jpeg,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",3,"205","20220707","20220806","1",,"010","010",諏訪野町５丁目,JR久留米,"","",9450,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/205/20220705125355558000001205-3.jpeg,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",4,"205","20220701","20220701","",1,"020","010",福岡タワー,西新駅,"020","",190,"010",福岡大学,,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",5,"205","20220701","20220701","",1,"020","012",西新,天神,"020","",260,"010",福岡市地下鉄,,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",6,"205","20220701","20220701","",1,"020","012",天神南,福岡大学前,"020","",300,"010","",,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",7,"205","20220701","20220701","",1,"020","012",福岡大学,別府,"020","",260,"010",中村学園大学,,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",8,"205","20220701","20220701","",1,"020","012",別府,天神南,"020","",260,"010","",,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",9,"205","20220701","20220701","",1,"020","011",福岡天神,久留米,"020","",630,"010","",,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",10,"205","20220706","20220706","",1,"020","010",福岡タワー,天神大丸前,"020","",240,"010",ハローワーク,,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",11,"205","20220706","20220706","",1,"020","011",天神,久留米,"020","",630,"010","",,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",12,"205","20220707","20220707","",1,"020","010",福岡タワー,天神,"020","",240,"010",香蘭女子短期大学,,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",13,"205","20220707","20220707","",1,"020","010",天神,大橋,"010","",560,"010",香蘭女子短期大学,,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",14,"205","20220707","20220707","",1,"020","010",大橋,香蘭女子短期大学,"010","",300,"010",香蘭女子短期大学,,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",15,"205","20220707","20220707","",1,"020","011",大橋,久留米,"020","",570,"010","",,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",16,"205","20220712","20220712","",1,"020","011",九州産業大学,福岡工業大学,"020","",170,"010",福岡工業大学,,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",17,"205","20220712","20220712","",1,"020","011",博多,九産大前,"020","",280,"010",九州産業大学会社説明会,,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",18,"205","20220712","20220712","",1,"020","011",福岡工業大学,博多,"020","",280,"010","",,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220705125355558000001205",19,"205","20220715","20220715","",1,"020","010",福岡タワー,天神大丸前,"020","",240,"010",マザーズハローワーク　時短勤務者募集,,"205","2022-07-25 09:17:38","205","2022-07-25 09:17:38"
"000001","202207","20220708191911140000001110",1,"110","20220618","20220717","1",,"010","010",照葉北小学校,福岡タワー,"","",27000,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/110/20220708191911140000001110-1.jpeg,"110","2022-07-08 19:23:26","110","2022-07-08 19:23:26"
"000001","202207","20220713142224848000001139",1,"139","20220701","20220731","1",,"010","010",西新,福岡タワー,"","",8550,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/139/20220713142224848000001139-67929.png,"139","2022-07-29 09:03:26","139","2022-07-29 09:03:26"
"000001","202207","20220715082935472000001226",1,"226","20220713","20220812","1",,"010","011",博多駅,笹栗駅,"","",8340,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/226/20220715082935472000001226-1.jpeg,"226","2022-08-01 07:50:31","226","2022-08-01 07:50:31"
"000001","202207","20220725150328796000001182",1,"182","20220702","20220702","",1,"030","050","","","",健康診断代金,7169,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/182/20220725150328796000001182-1.jpeg,"182","2022-07-25 15:05:56","182","2022-07-25 15:05:56"
"000001","202207","20220727101401260000001147",1,"147","20220701","20220731","1",,"010","010",西新,福岡タワー,"","",8550,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/147/20220727101401260000001147-1.jpeg,"147","2022-07-28 14:53:46","147","2022-07-28 14:53:46"
"000001","202207","20220727162739084000001230",1,"230","20220725","20220824","1",,"010","010",室見,福岡タワー南口,"","",8100,"010","",/home/leadingwin_oa/static/usr/lw/upload/transportationexpenses/230/20220727162739084000001230-1.jpeg,"230","2022-07-27 16:38:49","230","2022-07-27 16:38:49"
"000001","202207","20220728142603828000001222",1,"222","20220702","20220801","1",,"010","010",博多,福岡タワー,"","",10800,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/222/20220728142603828000001222-54523.jpeg,"222","2022-08-01 11:06:53","222","2022-08-01 11:06:53"
"000001","202207","20220728142603828000001222",2,"222","20220702","20220801","1",,"010","011",箱崎駅,博多駅,"","",6300,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/222/20220728142603828000001222-95950.jpeg,"222","2022-08-01 11:06:53","222","2022-08-01 11:06:53"
"000001","202207","20220728153602660000001219",1,"219","20220701","20220731","1",,"010","010",唐人町,福岡タワー,"","",8550,"010",バス会社の処理ミスで、画像では6/30からになっていますが、7/1からで申請しています。,/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/219/20220728153602660000001219-72727.jpeg,"219","2022-08-02 11:32:08","219","2022-08-02 11:32:08"
"000001","202207","20220729085611886000001228",1,"228","20220701","20220731","1",,"010","010",火の見下,福岡タワー,"","",22050,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/228/20220729085611886000001228-86941.jpeg,"228","2022-07-29 08:58:07","228","2022-07-29 08:58:07"
"000001","202207","20220729090014898000001212",1,"212","20220710","20220809","1",,"010","011",奈多,博多,"","",8440,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/212/20220729090014898000001212-48229.jpeg,"212","2022-08-01 11:12:44","212","2022-08-01 11:12:44"
"000001","202207","20220729090014898000001212",2,"212","20220710","20220809","1",,"010","010",博多,福岡タワー,"","",10800,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/212/20220729090014898000001212-67091.jpeg,"212","2022-08-01 11:12:44","212","2022-08-01 11:12:44"
"000001","202207","20220729090155925000001121",1,"121","20220703","20220802","1",,"010","010",長住一丁目,福岡タワー,"","",18000,"010",領収書より金額部分を抜粋しております。（中央参照）,/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/121/20220729090155925000001121-10869.jpeg,"121","2022-08-01 10:51:09","121","2022-08-01 10:51:09"
"000001","202207","20220729090527663000001122",1,"122","20220703","20220802","1",,"010","010",博多駅,医師会館,"","",10800,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/122/20220729090527663000001122-75337.jpeg,"122","2022-07-29 09:26:00","122","2022-07-29 09:26:00"
"000001","202207","20220729090527663000001122",2,"122","20220702","20220801","1",,"010","011",奈多駅,博多駅,"","",8440,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/122/20220729090527663000001122-94460.jpeg,"122","2022-07-29 09:26:00","122","2022-07-29 09:26:00"
"000001","202207","20220729091929470000001198",1,"198","20220720","20220819","1",,"010","011",南福岡駅,博多駅,"","",6820,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/198/20220729091929470000001198-34039.jpeg,"198","2022-07-29 09:22:20","198","2022-07-29 09:22:20"
"000001","202207","20220729091929470000001198",2,"198","20220720","20220819","1",,"010","010",博多バスターミナル,医師会館前,"","",10800,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/198/20220729091929470000001198-90791.jpeg,"198","2022-07-29 09:22:20","198","2022-07-29 09:22:20"
"000001","202207","20220729094132009000001214",1,"214","20220702","20220801","1",,"010","010",城西橋,福岡タワー,"","",8550,"010","7月分定期券",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/214/20220729094132009000001214-61701.jpeg,"214","2022-07-29 09:42:40","214","2022-07-29 09:42:40"
"000001","202207","20220731204857843000001182",1,"182","20220729","20220828","1",,"010","010",南薬院,医師会館,"","",10800,"010",ニモカの印字がもう確認とれなくなるので、来月作り直す予定です。よろしくお願いいたします。,/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/182/20220731204857843000001182-67737.jpeg,"182","2022-07-31 20:51:05","182","2022-07-31 20:51:05"
"000001","202207","20220731205447446000001177",1,"177","20220702","20220702","",1,"020","021",博多駅,岡山駅,"020","",12950,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/177/20220731205447446000001177-43461.png,"177","2022-08-08 17:48:03","177","2022-08-08 17:48:03"
"000001","202207","20220731205447446000001177",2,"177","20220704","20220729","",26,"030","050","","","",出張費,19000,"010","","","177","2022-08-08 17:48:03","177","2022-08-08 17:48:03"
"000001","202207","20220801081316305000001227",1,"227","20220702","20220702","",1,"020","021",久留米,新下関,"020","",5020,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/227/20220801081316305000001227-59897.jpeg,"227","2022-08-05 12:21:49","227","2022-08-05 12:21:49"
"000001","202207","20220801081316305000001227",2,"227","20220702","20220702","",1,"020","011",新下関,長府,"020","",190,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/227/20220801081316305000001227-36434.jpeg,"227","2022-08-05 12:21:49","227","2022-08-05 12:21:49"
"000001","202207","20220801081316305000001227",3,"227","20220704","20220729","",26,"030","050","","","",出勤手当,18000,"010","","","227","2022-08-05 12:21:49","227","2022-08-05 12:21:49"
"000001","202207","20220801084123660000001175",1,"175","20220706","20220805","1",,"010","010",祖原,福岡タワー,"","",8550,"010",定期券の写真を撮る前に8月の継続購入をしたため7月分購入時の利用明細を添付します,/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/175/20220801084123660000001175-88015.jpeg,"175","2022-08-01 10:58:06","175","2022-08-01 10:58:06"
"000001","202207","20220801090221016000001202",1,"202","20220707","20220806","1",,"010","010",照葉小中学校,福岡タワー,"","",23850,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/202/20220801090221016000001202-53228.jpeg,"202","2022-08-01 11:21:06","202","2022-08-01 11:21:06"
"000001","202207","20220801101446299000001161",1,"161","20220711","20220810","1",,"010","011",千鳥駅,篠栗駅,"","",17090,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/161/20220801101446299000001161-72557.jpeg,"161","2022-08-01 10:22:25","161","2022-08-01 10:22:25"
"000001","202207","20220801101446299000001161",2,"161","20220711","20220810","",31,"020","011",吉塚,博多,"010","",1700,"010","自社作業分
千鳥⇔吉塚は定期あり
10日分","","161","2022-08-01 10:22:25","161","2022-08-01 10:22:25"
"000001","202207","20220801101446299000001161",3,"161","20220711","20220810","",31,"020","010",博多駅,福岡タワー南口,"010","",2600,"010","自社作業分
10日分","","161","2022-08-01 10:22:25","161","2022-08-01 10:22:25"
"000001","202207","20220801103916466000001186",1,"186","20220626","20220725","1",,"010","010",一番田,空港国内線南,"","",16650,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/186/20220801103916466000001186-69864.png,"186","2022-08-01 10:46:57","186","2022-08-01 10:46:57"
"000001","202207","20220801103916466000001186",2,"186","20220626","20220725","1",,"010","012",西新,福岡空港,"","",11850,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/186/20220801103916466000001186-40179.png,"186","2022-08-01 10:46:57","186","2022-08-01 10:46:57"
"000001","202207","20220801103916466000001186",3,"186","20220626","20220725","1",,"010","010",西新,福岡タワー,"","",8550,"010","",/home/leadingwin_oa/static/user/lw/upload/transportationexpenses/186/20220801103916466000001186-51963.png,"186","2022-08-01 10:46:57","186","2022-08-01 10:46:57"
